,id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
107,9c980dfe3cab44b7a83408405edab0b6,LEDGER ACCOUNT,"DATA, FINANCIAL","The ledger account is a financial record that is updated automatically by the back office system, reflecting transactions and balances.",309,,['46ddabdd70245155818baa3e34094a25'],"[ 0.03270227 -0.02073479  0.00662378 ... -0.01528843  0.01760706
  0.01953924]"
108,f23484b1b45d44c3b7847e1906dddd37,CLIENT ACCOUNT,"ACCOUNT, ENTITY","A client account is a record maintained in the system for each client, containing their information and transaction history, which cannot be deleted once operational",310,,['0a088c3700fcef84263295c3b9abb0bd'],"[ 0.05775575  0.03494624  0.05109708 ... -0.00946854  0.03234889
  0.00662916]"
109,929f30875e1744b49e7b416eaf5a790c,CLIENT INFORMATION,"DATA, INFORMATION","Client information includes personal and financial details of clients that are stored in the system, subject to modification controls",311,,['0a088c3700fcef84263295c3b9abb0bd'],"[ 0.00330454  0.03197005  0.02021386 ... -0.0223887   0.017302
  0.01921102]"
110,4920fda031804ce8a1073ace8e061ed6,KYC PRINCIPLES,"REGULATION, STANDARD","KYC PRINCIPLES refer to a set of regulations and guidelines that mandate financial institutions to verify the identity of their clients. These principles are designed to prevent fraud and ensure compliance with legal standards. By implementing KYC principles, institutions aim to enhance the integrity of the financial system, mitigate risks associated with money laundering and terrorist financing, and protect both the institution and its clients from potential illegal activities. Overall, KYC principles play a crucial role in fostering trust and accountability within the financial sector.",312,,['0a088c3700fcef84263295c3b9abb0bd' '4e4cee49857a880c1717185fd7a2ca15'],"[-0.03118185  0.0289576   0.04143458 ... -0.00019446 -0.00613787
 -0.03205037]"
111,4b8aa4587c7344adac2cbfa69d5e40fa,ELECTRONIC STORAGE,"TECHNOLOGY, PROCESS","Electronic storage refers to the method of digitally saving documents and information, such as scanned identity documents of clients, within the system",313,,['0a088c3700fcef84263295c3b9abb0bd'],"[-0.01444655  0.01035355  0.00742504 ... -0.0080534   0.00688892
  0.03578777]"
112,52701d941dfb45359693baae8f267056,CLIENT,"PERSON, ENTITY","The ""CLIENT"" refers to an individual or entity that interacts with a broker to execute trades and manage financial activities. This engagement involves providing orders and investment instructions, as well as unique identification codes necessary for transaction processing. Additionally, the client must supply personal information and undergo classification in accordance with Know Your Customer (KYC) principles, which are designed to verify the identity of clients and assess potential risks. Furthermore, the client utilizes the system to manage their financial accounts and records, encompassing both personal and financial information. Overall, the client plays a crucial role in the trading ecosystem, necessitating a comprehensive understanding of their identity and financial activities for effective regulatory compliance and service delivery.",314,,"['4e4cee49857a880c1717185fd7a2ca15' '64baccf2f10b93569f868e4ea45818ba'
 '838cfbb3633206883cf65e3688282cd6' 'a0487bba60a2e4c43dae59fed9fd47a3']","[ 0.0127973   0.01667     0.02038134 ... -0.01963659 -0.02333552
  0.02471331]"
113,31499ee6277a4d71b19cb5b6be554c69,SYSTEM,"SYSTEM, PLATFORM","The ""SYSTEM"" is a comprehensive digital platform designed to manage various aspects of financial and client information. It serves multiple functions, including the management of financial records, accounting ledgers, and client accounts, ensuring proper maintenance and reconciliation of financial data. Additionally, the system is built to comply with Know Your Customer (KYC) principles, facilitating the classification and management of client information.

As a web-based platform, it requires user registration and password protection to ensure secure access and functionality. The system also facilitates transactions for customers, including deposits, withdrawals, and stock trading, while providing robust user account management features that encompass account closure and transaction oversight. Furthermore, it operates as a Broker Back-Office Application, managing user permissions and maintaining audit logs to ensure accountability and transparency in all operations. Overall, the SYSTEM integrates essential financial management and regulatory compliance functions into a single, user-friendly platform.",315,,"['06de0c6921952cf6f74f74654767cdb9' '2bb922dcf604e4ad84724e9d7ab659c9'
 '4e4cee49857a880c1717185fd7a2ca15' '64baccf2f10b93569f868e4ea45818ba'
 'a43f07b7c266d725dacf31284fcf69b1' 'de29e5223e5925e8f4bf1d4d153aca66']","[-0.0331071   0.0183631   0.02660802 ...  0.00985057 -0.00524387
  0.02737262]"
114,d99eabad5dfd47278692569d2a9395b1,CLIENT CODE,"IDENTIFIER, CODE","The ""CLIENT CODE"" refers to unique identifiers that are assigned to clients by brokers. These codes serve a crucial role in the tracking and management of client accounts and transactions within the trading system. By utilizing client codes, brokers can efficiently monitor client activities, ensuring accurate record-keeping and facilitating effective account management. This systematized approach enhances the overall functionality of client interactions within the brokerage framework.",316,,['4e4cee49857a880c1717185fd7a2ca15' '838cfbb3633206883cf65e3688282cd6'],"[ 0.03054145  0.00059729  0.02179571 ... -0.0152333  -0.00726732
  0.00955044]"
115,d53f15cb7f7845de91cc44ad44ff9f6e,NCCPL,"ORGANIZATION, REGULATOR","NCCPL, or the National Clearing Company of Pakistan Limited, serves as the regulatory authority responsible for overseeing the clearing and settlement of trades within the financial markets of Pakistan. This entity plays a crucial role in ensuring compliance with trading regulations, thereby facilitating a secure and efficient trading environment. By managing the processes associated with trade clearing and settlement, NCCPL helps maintain the integrity of the financial system, ensuring that all transactions are conducted in accordance with established regulatory standards.",317,,['4e4cee49857a880c1717185fd7a2ca15' '838cfbb3633206883cf65e3688282cd6'],"[-0.00369418 -0.03138656  0.06102942 ... -0.00446264 -0.02839098
 -0.00041392]"
116,23becf8c6fca4f47a53ec4883d4bf63f,UIN,"DATA, IDENTIFIER","The Unique Identification Number (UIN) is a unique identifier linked to client codes, used for regulatory compliance and client identification in trading.",318,,['838cfbb3633206883cf65e3688282cd6'],"[-0.05497519  0.00449162  0.02735027 ... -0.03764953 -0.04378332
  0.04444705]"
117,d0ffa3bcd1234258953ff4956d19f561,KATS,"SYSTEM, PLATFORM","KATS is the trading system used by brokers to insert bids and offers on behalf of clients, requiring unique client codes for each transaction.",319,,['838cfbb3633206883cf65e3688282cd6'],"[-0.02463953 -0.03026568  0.0271512  ...  0.00267022 -0.02239158
  0.01712962]"
118,ac41b77ba33c4c84877eb425aba03aa1,ACCOUNT STATEMENT,"DATA, INFORMATION","Account statements provide clients with a summary of their trading activities, accessible through secure web access.",320,,['838cfbb3633206883cf65e3688282cd6'],"[ 0.00250318 -0.00859789 -0.00933682 ... -0.01044807  0.01946411
  0.01499619]"
119,5d3184dabfd647a5a7e565f72c60ff24,MAKER AND CHECKER FUNCTIONALITY,"PROCESS, AUDITING","The ""Maker and Checker Functionality"" is a critical process designed to uphold the principle of proper segregation of duties within transaction processing. This functionality mandates the involvement of two distinct individuals in the transaction lifecycle: one individual, referred to as the ""maker,"" is responsible for creating the transaction, while the other, known as the ""checker,"" is tasked with authorizing it. This dual-control mechanism is essential for enhancing accountability and reducing the risk of errors or fraudulent activities, particularly in the approval of significant transactions. By requiring both creation and authorization from separate parties, the Maker and Checker Functionality serves as a safeguard in financial and operational processes, ensuring that all transactions are thoroughly vetted before completion.",321,,['838cfbb3633206883cf65e3688282cd6' 'de29e5223e5925e8f4bf1d4d153aca66'],"[ 0.02826655  0.01747135  0.03244859 ... -0.04423892 -0.02043153
  0.02200609]"
120,0ec262c2cfef4dd581f3655e5e496e31,AUDIT LOGS,"DATA, INFORMATION","Audit logs are records generated by the system that track user activities, data entries, modifications, and deletions, including timestamps for accountability.",322,,['de29e5223e5925e8f4bf1d4d153aca66'],"[-0.00671472  0.04978079  0.00230067 ... -0.01178904  0.01865686
 -0.04127256]"
121,100c2fccd7f74d9281707082f062ba72,PRIVILEGE ROLES,"ROLE, PERMISSION","Privilege roles define the access levels and permissions assigned to users within the system, ensuring that only authorized individuals can perform certain actions.",323,,['de29e5223e5925e8f4bf1d4d153aca66'],"[ 0.02265766  0.03271904  0.03278604 ... -0.03434941 -0.00460077
 -0.00568396]"
122,378fc7636eeb4aabbfd40995a6960c64,REPORTS,"DATA, INFORMATION","Reports are generated outputs from the system that provide insights into various metrics such as order quantities, client volumes, and settlement values.",324,,['de29e5223e5925e8f4bf1d4d153aca66'],"[ 0.00550626  0.02706148  0.02188722 ...  0.00903302  0.00581007
 -0.00428473]"
123,80a04aa18cd649d584292f23b10c0727,BROKER BACK OFFICE SYSTEM,"SYSTEM, PLATFORM","The Broker Back Office System is a software platform designed to manage operational and system-level audit controls, facilitating automatic reconciliations and exceptional reporting for brokers.",325,,['a0487bba60a2e4c43dae59fed9fd47a3'],"[ 4.99803107e-03  1.70644075e-02  1.85342412e-02 ...  8.56207870e-03
 -2.95479094e-05  2.11871099e-02]"
124,4e9ca18ccc1d4527a3bc035d07f5e162,STOCK,"ITEM, ASSET","STOCK refers to shares of ownership in a company, representing a claim on part of the company's assets and earnings. It is a financial instrument that customers can buy or sell through a broker or a trading system. Stocks provide investors with the opportunity to participate in the financial performance of a company, as they can gain from both the appreciation of the stock's value and potential dividends.",326,,"['23d484e73028910b18ab3b921e3ef20e' '2bb922dcf604e4ad84724e9d7ab659c9'
 '68ce1c41288a7f099c2e2d7e966e1bc0' 'a0487bba60a2e4c43dae59fed9fd47a3']","[ 0.04593257  0.00593648 -0.00160664 ...  0.03134196  0.01178387
  0.01228507]"
125,5564257e89f1428486a64fcf52f49490,MARKET,"PLACE, ENVIRONMENT","A market is a venue where stocks are traded, encompassing various exchanges and trading platforms.",327,,['a0487bba60a2e4c43dae59fed9fd47a3'],"[ 0.03741175 -0.01266463  0.02096859 ...  0.00957262 -0.02306655
  0.01100604]"
126,83c76fbd2a004d90a5b0a6736ffed61d,REGULATORY FRAMEWORK,"SYSTEM, GUIDELINE","The regulatory framework consists of laws and regulations that govern the operations of brokers, ensuring compliance and protecting investors.",328,,['a0487bba60a2e4c43dae59fed9fd47a3'],"[-0.02230201  0.03211731  0.04132549 ... -0.01440928 -0.02400198
  0.02226153]"
127,d9779c41e3c74fe0b26e23822a4b995b,REPORT,"DATA, INFORMATION","Reports are documents generated by the system to provide insights and compliance information, including various types of trade and operational reports.",329,,['a0487bba60a2e4c43dae59fed9fd47a3'],"[-0.01178523  0.02679638  0.02246375 ...  0.02557194 -0.02191039
  0.00275057]"
128,9d7a563b3b2d405092c31f1fe08cff77,CROSS TRADE REPORT,"REPORT, DOCUMENT","The cross trade report provides insights at the company, branch, or agent level regarding trading activities and performance.",330,,['9b08737d7c32c37231e30c9b5e9d2623'],"[-0.01230856  0.02935573  0.03824063 ... -0.00691838 -0.01766319
  0.01301935]"
129,bd43f3d439a54781bd4b721a9a269b92,EMPLOYEE INVESTMENT HOLDING PERIOD REPORT,"REPORT, DOCUMENT","This report details the investment holding periods of employees as required by specific regulations, ensuring compliance with securities laws.",331,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.0007461   0.01435966  0.04757718 ... -0.0323772   0.02182371
 -0.00159569]"
130,adc0f95733e74351a891c4dadf650a52,CLIENT ASSETS SEGREGATION AND RECONCILIATION REPORT,"REPORT, DOCUMENT",This report focuses on the segregation and reconciliation of client assets to ensure proper management and compliance with regulations.,332,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.03695071  0.04507273  0.07207174 ...  0.02438836 -0.01338794
  0.0108777 ]"
131,225105a7be14447cb03186bd40756059,ORDER REGISTER,"REPORT, DOCUMENT","The order register is a record maintained as per regulatory requirements, detailing all orders processed by the broker.",333,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.00932127  0.04783059 -0.02172134 ... -0.01892132  0.02981836
  0.01092734]"
132,efce8a9d61254447a26aee99e53f0398,MONTHLY IBTS REPORTS,"REPORT, DOCUMENT","These reports are generated monthly and adhere to specific sections of the PSX Rule Book, providing insights into trading activities.",334,,['9b08737d7c32c37231e30c9b5e9d2623'],"[-0.00772298  0.03001007  0.06426398 ... -0.00853592  0.00193247
  0.0301203 ]"
133,4a75a9f0b18a48bea9c0601c0fc395c4,SECURITIES BALANCE MOVEMENT REPORT,"REPORT, DOCUMENT","This report tracks the movement of securities balances over a specified period, providing insights into trading and investment activities.",335,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.04097791  0.04131939  0.05277044 ...  0.00234769 -0.0146496
 -0.00928263]"
134,e19287afe00a431f9a593a4827d1b448,MARGIN TRADING SYSTEM,"SYSTEM, PLATFORM","The margin trading system facilitates margin trading and financing, allowing clients to trade with borrowed funds.",336,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.00099439  0.0517909   0.02488041 ... -0.01178514 -0.04428429
  0.00986128]"
135,f2c06f3a0c704296bf3353b91ee8af47,MONTHLY STATEMENTS OF LIQUID CAPITAL,"REPORT, DOCUMENT","These statements provide a monthly overview of the liquid capital available to the broker, ensuring financial compliance and stability.",337,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.01188155  0.05878241  0.00040857 ... -0.02781626 -0.00534438
  0.02811735]"
136,f512103ed4624accac6cbbf90d7d250a,BRANCH SETUP,"PROCESS, OPERATION",The process of setting up branches involves catering to the accounting needs of various markets and ensuring compliance with operational standards.,338,,['9b08737d7c32c37231e30c9b5e9d2623'],"[-0.00904919  0.02961555  0.10433896 ... -0.04469954 -0.00807642
  0.01515605]"
137,2325dafe50d1435cbee8ebcaa69688df,ACCOUNTING LEDGERS,"DOCUMENT, RECORD","Accounting ledgers are comprehensive records that serve a dual purpose in the financial ecosystem. They meticulously maintain the financial transactions of both the broker and the client, ensuring that all activities are accurately documented. These ledgers are essential for financial reporting and compliance, as they provide a structured overview of transactions categorized by type and date. By tracking these financial activities, accounting ledgers play a critical role in promoting transparency and accountability within the financial framework, thereby supporting effective governance and regulatory adherence.",339,,['64baccf2f10b93569f868e4ea45818ba' '9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.00548645 -0.00922299  0.04413129 ... -0.02212558  0.01082907
  0.01534168]"
138,469aeef98cd1421fa123277b93d7b83a,CLIENT TRIAL BALANCE,"REPORT, DOCUMENT","The client trial balance summarizes the balances of all client accounts, ensuring accuracy in financial reporting.",340,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.0199293   0.02768411  0.03957872 ...  0.00418935  0.00675777
 -0.00980139]"
139,2fb66f9a0de6406d83b61742a3b52cd6,ACCOUNTING TRIAL BALANCE,"REPORT, DOCUMENT","This report summarizes the balances of all accounts in the accounting system, used to verify the accuracy of financial records.",341,,['9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.02043258  0.04065019  0.02255    ... -0.00650811  0.0309337
 -0.01208112]"
140,b0e6cfd979ea48b997019b059999d3c2,INCOME STATEMENT,"REPORT, DOCUMENT","The ""INCOME STATEMENT"" is a financial report that summarizes the revenues and expenses of an entity, such as a client or a broker, over a specific period. This report serves to indicate the profitability of the entity during that timeframe. By detailing both income and expenditures, the income statement provides essential insights into the financial performance, allowing stakeholders to assess the economic health and operational efficiency of the entity in question.",342,,['64baccf2f10b93569f868e4ea45818ba' '9b08737d7c32c37231e30c9b5e9d2623'],"[-0.01623851  0.002852   -0.01165005 ... -0.01237621 -0.00272571
  0.0363709 ]"
141,ef00ec3a324f4f5986141401002af3f6,BALANCE SHEET,"REPORT, DOCUMENT","The ""BALANCE SHEET"" is a crucial financial statement that offers a comprehensive snapshot of an entity's financial position at a specific point in time. It details the client's or broker's assets, liabilities, and equity, providing essential insights into their financial health. By presenting this information, the balance sheet serves as a vital tool for stakeholders to assess the financial stability and operational efficiency of the entity in question.",343,,['64baccf2f10b93569f868e4ea45818ba' '9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.03704393  0.01265073  0.0304915  ...  0.01232635 -0.00370331
  0.02582046]"
142,a542fd7aed7341468028928937ea2983,BANK RECONCILIATION REPORT,"REPORT, DOCUMENT","The ""BANK RECONCILIATION REPORT"" is a crucial document that serves to compare and align the client's bank account records with their accounting records. This process is essential for identifying any discrepancies that may exist between the two sets of records. Specifically, the report reconciles the broker's bank statements with their accounting records, ensuring both accuracy and compliance with relevant financial regulations. By systematically reviewing these records, the bank reconciliation report plays a vital role in maintaining the integrity of financial reporting and fostering trust in the financial management practices of the entity involved.",344,,['64baccf2f10b93569f868e4ea45818ba' '9b08737d7c32c37231e30c9b5e9d2623'],"[ 0.01449699  0.00351299  0.06946986 ...  0.02710259 -0.01273911
  0.04089865]"
143,1c5e296a5ac541c1b5cac4357537c22d,ACCOUNT,"DATA, RECORD","The ""ACCOUNT"" serves as a comprehensive digital record within the system, encapsulating detailed information about a client. It includes personal data, transaction history, and account management features, thereby functioning as a user-specific entity that stores essential credentials and allows access to the system. Upon successful setup, each account is created with an automatically assigned account number, establishing a unique identifier for the user. 

Furthermore, the account acts as a financial record, holding the customer's funds and meticulously tracking deposits, withdrawals, and stock purchases. It represents the user's financial standing within the system, encompassing both cash and stock holdings, and allows for modifications through various transactions. Overall, the account is integral to managing and representing the user's financial and personal information within the digital framework.",345,,"['06de0c6921952cf6f74f74654767cdb9' '2bb922dcf604e4ad84724e9d7ab659c9'
 '3c6e211efaf0cd6eafa38c3cfc6e227a' '64baccf2f10b93569f868e4ea45818ba'
 '714a814f2ed428ab06d50b218ebf131d' 'a43f07b7c266d725dacf31284fcf69b1']","[ 0.04437852  0.00777802  0.03150456 ... -0.01733536  0.01343654
  0.025604  ]"
144,5ecf534a9ffe46e0b1c2144110c691c0,FIXED ASSET REGISTER,"DATA, REPORT","The fixed asset register report is a document that records all fixed assets owned by the client, detailing their value and depreciation.",346,,['64baccf2f10b93569f868e4ea45818ba'],"[-0.00535159  0.05138456  0.03610429 ...  0.02323486  0.01564131
  0.03151555]"
145,4d183e7007624fcd98af96b9d752c16d,TRIAL BALANCE,"DATA, REPORT",The trial balance is a report that summarizes the balances of all accounts in the accounting ledgers to ensure that total debits equal total credits.,347,,['64baccf2f10b93569f868e4ea45818ba'],"[ 0.03782167  0.03505475  0.01848515 ...  0.00872644  0.01478174
 -0.0027616 ]"
146,718c507cb8ac49e6a35c251ac951b5ca,RECONCILIATIONS,"PROCESS, ACTIVITY",Reconciliations are processes that ensure the accuracy of financial records by comparing and adjusting discrepancies between different financial statements and accounts.,348,,['64baccf2f10b93569f868e4ea45818ba'],"[ 0.02732085  0.00063038  0.08319243 ...  0.00215229 -0.02308217
  0.03175719]"
147,b45ef27279c043269b23b894461d7d8c,CUSTODY,"CONCEPT, ACTIVITY","Custody refers to the safeguarding and management of client funds and assets within the system, ensuring proper handling and segregation of funds.",349,,['64baccf2f10b93569f868e4ea45818ba'],"[ 0.02259398  0.00890252  0.03657009 ... -0.03063136  0.0242461
  0.00375357]"
148,10983a248cc448c59c94df4d1d0898f0,CUSTOMER DATA,"DATA, INFORMATION","Customer data includes personal information such as names, addresses, email, social security number, phone numbers, marital status, and beneficiary details.",350,,['06de0c6921952cf6f74f74654767cdb9'],"[ 0.0707776  -0.00804342  0.0394358  ... -0.02947568  0.02103318
  0.01130351]"
149,e2ec7d3cdbeb4dd086ae6eb399332363,CASH MANAGEMENT,"FUNCTIONALITY, SERVICE",Cash management functionality allows users to perform financial transactions such as withdrawing and depositing money.,351,,['06de0c6921952cf6f74f74654767cdb9'],"[ 0.01148264  0.04220518  0.04607203 ... -0.03607482  0.01714144
  0.02744516]"
150,67f10971666240ea930f3b875aabdc1a,QUOTES FUNCTIONALITY,"FUNCTIONALITY, SERVICE","The ""QUOTES FUNCTIONALITY"" serves as a vital tool for users, enabling them to access a comprehensive array of stock quotes, including current, past, and watched quotes. This functionality is designed to provide essential information that aids users in making informed trading decisions. By consolidating both current and historical data, the quotes functionality enhances the user experience and supports effective market analysis.",352,,['06de0c6921952cf6f74f74654767cdb9' '4ae29324ede5fd2ef26be003e67242c6'],"[ 0.0093167   0.05142428 -0.0090856  ... -0.00513878  0.00701793
  0.0051631 ]"
151,8b95083939ad4771b57a97c2d5805f36,TRANSACTION FUNCTIONALITY,"FUNCTIONALITY, SERVICE","The ""TRANSACTION FUNCTIONALITY"" encompasses a comprehensive set of features that allows users to engage in the buying and selling of stocks. This functionality includes support for various order types, such as market price orders and stop loss orders, thereby providing users with flexibility in their trading strategies. Additionally, it facilitates a range of stock transactions, ensuring that users can navigate different pricing options effectively. Overall, the transaction functionality is designed to enhance the trading experience by accommodating diverse user needs in stock market activities.",353,,['06de0c6921952cf6f74f74654767cdb9' '4ae29324ede5fd2ef26be003e67242c6'],"[ 0.011136    0.01200307 -0.00941884 ...  0.0052138   0.00849509
  0.01372589]"
152,3c4062de44d64870a3cc5913d5769244,ACCOUNT NUMBER,"IDENTIFIER, DATA",The account number is a unique identifier assigned to a user for managing their stock transactions and quotes within the system.,354,,['4ae29324ede5fd2ef26be003e67242c6'],"[ 0.02271222 -0.00125885  0.02956701 ... -0.00351594  0.00883697
  0.02671085]"
153,24652fab20d84381b112b8491de2887e,SYSTEM OBJECTIVES,"OBJECTIVES, GOALS","System objectives outline the key goals for the system, including being web-based, using MySQL, and supporting an intuitive user interface.",355,,['4ae29324ede5fd2ef26be003e67242c6'],"[-0.03513589  0.01267296  0.02083126 ...  0.01036042  0.02154281
 -0.01767836]"
154,d4602d4a27b34358baa86814a3836d68,WEBHOSTING,"SERVICE, INFRASTRUCTURE","GoDaddy is the web hosting service utilized to host the web-based application, ensuring accessibility for users.",356,,['4ae29324ede5fd2ef26be003e67242c6'],"[ 0.00484832  0.01496423  0.0650064  ... -0.01714922 -0.00791911
  0.00188972]"
155,36be44627ece444284f9e759b8cd25c6,PROGRAMMING LANGUAGE,"LANGUAGE, TECHNOLOGY","PHP is the programming language used to develop the system, enabling dynamic content and functionality.",357,,['4ae29324ede5fd2ef26be003e67242c6'],"[-0.0194655   0.01834898 -0.01098621 ... -0.03709822  0.00520607
 -0.02207776]"
156,a64b4b17b07a44e4b1ac33580d811936,USER INTERFACE,"INTERFACE, DESIGN","The user interface is designed to be intuitive, allowing users to easily navigate and interact with the system.",358,,['4ae29324ede5fd2ef26be003e67242c6'],"[-0.04145042  0.02710772 -0.02017541 ... -0.01454589 -0.00046315
 -0.01159966]"
157,423b72bbd56f4caa98f3328202c1c3c9,STOCK QUOTES,"DATA, INFORMATION","Stock quotes represent the current, previously owned, and watched stock information displayed by the system, updated in real-time",359,,['58e6df666b11b5671c76ce0f1552101b'],"[-0.00742924  0.00921371 -0.02847874 ...  0.01568394  0.02991117
  0.02242124]"
158,5c7ef01f46a94641bf1ae5cd25f8a538,WATCH LIST,"LIST, DATA","The ""WATCH LIST"" refers to a curated collection of stock symbols that a user has selected for close monitoring. This list serves as a tool for users to efficiently track the performance of these stocks, facilitating quick access to relevant information. Additionally, the watch list is utilized by users to identify potential buying or selling opportunities, making it an essential component of their investment strategy. Overall, the watch list enables users to stay informed and make timely decisions regarding their stock investments.",360,,['58e6df666b11b5671c76ce0f1552101b' '68ce1c41288a7f099c2e2d7e966e1bc0'],"[ 0.00746839  0.00477666 -0.03706813 ...  0.01479987 -0.00162593
 -0.01762541]"
159,aefde1f7617f4c0e9aed31db77f6d862,ACTION,"EVENT, OPERATION","Actions refer to the operations performed by the user, such as adding or removing stock quotes from the watch list",361,,['58e6df666b11b5671c76ce0f1552101b'],"[-0.00574468  0.01534913 -0.01127101 ... -0.01072512  0.0143601
  0.0044217 ]"
160,ad52ba79a84748a49067e53b1d5095f9,LOGIN,"PROCESS, ACTION","The login process involves a user entering their credentials to access the system, including username and password verification.",362,,['68ce1c41288a7f099c2e2d7e966e1bc0'],"[-0.00284121  0.03704425  0.04074416 ...  0.01341218 -0.01182167
 -0.01547646]"
161,289616058bf4495887292003b27ba216,QUOTE DATABASE,"DATA, INFORMATION",The quotes database contains current and historical stock prices and other relevant information that users can access.,363,,['68ce1c41288a7f099c2e2d7e966e1bc0'],"[ 0.00333792 -0.03214473  0.03041884 ...  0.02187327  0.02110621
 -0.02020731]"
162,7ffa3a064bce468082739c5a164df5a3,LOGIN PROCESS,"PROCEDURE, FUNCTION",The login process is a sequence of steps that the user follows to authenticate their identity and gain access to the system.,364,,['714a814f2ed428ab06d50b218ebf131d'],"[-0.01888481  0.01119421  0.01593439 ...  0.01042407 -0.01930784
 -0.01563068]"
163,ce36d1d637cf4a4e93f5e37ffbc6bd76,USER INFORMATION,"DATA, PERSONAL","User information includes personal details such as first name, last name, SSN, date of birth, address, phone numbers, email, marital status, and beneficiary details.",365,,['714a814f2ed428ab06d50b218ebf131d'],"[ 0.01034821  0.00409109  0.036902   ... -0.01965309 -0.01071111
  0.01107967]"
164,eeb9c02c0efa4131b9e95d33c31019fc,CONFIRMATION PAGE,"INTERFACE, DISPLAY","The ""CONFIRMATION PAGE"" serves as a critical user interface in the account setup process. It is designed to display the information entered by the user, allowing for verification before the finalization of the account. This page not only facilitates the user in confirming the accuracy of their submitted data but also indicates the success or failure of the account setup process. By providing a clear and concise overview of the entered information, the confirmation page plays an essential role in ensuring that users can confidently proceed with their account creation, thereby enhancing the overall user experience.",366,,['3c6e211efaf0cd6eafa38c3cfc6e227a' '714a814f2ed428ab06d50b218ebf131d'],"[ 0.06375466  0.01283643 -0.01635393 ... -0.00842123 -0.01090669
  0.00892199]"
165,7b2472c5dd9949c58828413387b94659,PERSONAL INFORMATION,"DATA, INFORMATION","The entity ""PERSONAL INFORMATION"" encompasses a range of details that are essential for user identification and account management. This includes the user's First Name, Last Name, Social Security Number (SSN), Date of Birth, Street Address, City, State, Zip Code, Phone Numbers, Email, Marital Status, as well as information regarding Beneficiaries, which includes Beneficiary Name, Beneficiary SSN, and Beneficiary Relationship. Users are required to provide these details during the account setup process, ensuring that all necessary information is collected for effective account management. Additionally, users have the ability to edit certain aspects of their personal information, allowing for updates and accuracy in their records.",367,,['3c6e211efaf0cd6eafa38c3cfc6e227a' 'f6e76d261167cec0b2d3fc96e200c789'],"[ 0.04724815  0.00132878  0.04753321 ... -0.02303021  0.00839136
  0.03164129]"
166,bdddcb17ba6c408599dd395ce64f960a,BENEFICIARY,"PERSON, INDIVIDUAL","The beneficiary is an individual designated by the user to receive benefits or assets, requiring their name and SSN during account setup.",368,,['3c6e211efaf0cd6eafa38c3cfc6e227a'],"[ 0.04047098 -0.0471415   0.03669966 ... -0.0014577   0.02107225
  0.01909231]"
167,bc70fee2061541148833d19e86f225b3,ERROR MESSAGE,"DATA, INFORMATION","An error message serves as a notification to users in various scenarios where their requests or actions cannot be successfully completed within a system. Specifically, it is displayed when the account closure function encounters issues, indicating that the process could not be finalized. Additionally, error messages are triggered if the system faces problems while processing user requests, highlighting that the intended function remains incomplete. They also appear when users incorrectly complete changes to their personal information, signaling that the input provided was invalid. Furthermore, during the account setup process, error messages inform users of any encountered issues, such as invalid data entries, ensuring that users are aware of the need for accurate information to proceed. Overall, error messages play a crucial role in guiding users by indicating where problems have arisen and what corrective actions may be necessary.",369,,"['3c6e211efaf0cd6eafa38c3cfc6e227a' '5b9482e3f52f5cf81aed68b401577d51'
 'a43f07b7c266d725dacf31284fcf69b1' 'b23609ac937841060f3a9b630ecca22b'
 'f6e76d261167cec0b2d3fc96e200c789']","[ 0.03140905  0.03875015  0.01650515 ...  0.005047   -0.01231112
  0.02581701]"
168,0fc15cc3b44c4142a770feb4c037a6f7,VALID BANK ACCOUNT,"FINANCIAL, ENTITY","A valid bank account is a requirement for the user to set up an account, ensuring that the user has a legitimate financial backing.",370,,['3c6e211efaf0cd6eafa38c3cfc6e227a'],"[ 0.04500032  0.00901694  0.02668519 ... -0.01769638 -0.04227781
  0.01926014]"
169,a24e9df02e1b4b43bf6324b039e28285,AGE REQUIREMENT,"CRITERION, CONDITION",The age requirement stipulates that the user must be at least 18 years old to create an account.,371,,['3c6e211efaf0cd6eafa38c3cfc6e227a'],[0.07861309 0.04903915 0.01598592 ... 0.01020865 0.02679992 0.02792834]
